koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,label,koi_tce_delivname_q1_q17_dr24_tce,koi_tce_delivname_q1_q17_dr25_tce,depth_duration_ratio,insol_prad_ratio,stellar_luminosity_proxy
0,0,0,0,43.3167427,0.0002356,-0.0002356,0.034,0.412,-0.034,136.57435,0.00407,-0.00407,4.995,0.137,-0.137,987.5,41.8,-41.8,2.42,0.53,-0.19,459.0,10.47,7.01,-2.6,27.1,5654.0,169.0,-169.0,4.59,0.036,-0.144,0.774,0.169,-0.061,293.60126,42.379761,15.737,1,False,True,197.69765811858696,4.326444493204755,3387.175704
0,1,0,0,43.263305017,5.185e-06,-5.185e-06,0.555,0.006,-0.004,150.3780757,9.75e-05,-9.75e-05,10.0915,0.0054,-0.0054,359090.0,173.0,-173.0,62.75,16.56,-11.02,505.0,15.38,12.27,-6.13,2415.6,5623.0,169.0,-169.0,4.4,0.167,-0.204,0.917,0.242,-0.161,296.3717,44.383541,14.977,0,False,True,35583.40825611572,0.24509959768765582,4728.3188470000005
1,0,0,0,43.22793081,2.154e-05,-2.154e-05,0.586,0.177,-0.184,144.4486525,0.00307,-0.00307,1.39,0.109,-0.109,501.5,19.6,-19.6,2.62,0.56,-0.34,933.0,180.465,92.7,-51.705,30.5,5774.0,157.0,-160.0,4.438,0.071,-0.128,1.0,0.246,-0.111,293.99844,38.617439,12.654,0,False,False,360.7911073445271,68.87974470238751,5774.0
0,1,0,0,43.204596783,4.069e-06,-4.069e-06,0.399,0.002,-0.001,146.5978539,7.55e-05,-7.55e-05,15.0402,0.00487,-0.00487,202490.0,59.1,-59.1,43.15,14.21,-3.8,519.0,17.15,17.14,-4.95,4750.2,6003.0,188.0,-230.0,4.507,0.054,-0.229,0.932,0.307,-0.082,296.27115,50.886292,14.291,0,False,True,13463.250923308804,0.39745074397564906,5214.349872000001
1,0,0,0,43.169798,0.001084,-0.001084,0.5639,0.0289,-0.4689,159.086,0.0203,-0.0203,9.686,0.853,-0.853,120.8,12.7,-12.7,1.47,0.58,-0.36,615.0,33.77,40.68,-16.68,6.9,5929.0,195.0,-181.0,4.176,0.241,-0.227,1.292,0.506,-0.314,295.5806,44.568977,13.158,0,False,False,12.471607219532602,22.972773487909194,9897.066256
0,1,0,0,43.142257,0.002967,-0.002967,1.179,4.75,-0.045,132.3007,0.0615,-0.0615,61.73,3.0,-3.0,283.2,11.4,-11.4,37.88,6.94,-8.46,706.0,58.68,27.45,-25.07,30.5,6198.0,74.0,-80.0,4.069,0.174,-0.116,1.769,0.324,-0.395,291.91556,37.322578,14.756,0,False,True,4.5877206449421575,1.5491023878272865,19395.779478
0,0,0,0,43.1312147,0.0003582,-0.0003582,0.67,0.292,-0.443,166.26105,0.00785,-0.00785,3.198,0.183,-0.183,447.8,39.6,-39.6,2.39,0.35,-0.39,554.0,22.21,9.13,-7.67,11.8,5839.0,105.0,-105.0,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381,1,False,True,140.0249718496023,9.292883141053078,6647.637271
0,1,0,0,43.0759115,0.0003419,-0.0003419,1.256,3.462,-2.675,160.13883,0.00631,-0.00631,90.95,1.9,-1.9,3452.0,44.9,-44.9,213.46,123.3,-82.21,1032.0,268.5,476.37,-175.8,323.1,4766.0,131.0,-107.0,2.919,0.418,-0.342,5.915,3.417,-2.278,294.88538,39.084202,9.927,0,False,True,37.95491986855503,1.257846897508447,166749.11435000002
0,0,0,0,43.0343364,0.0001859,-0.0001859,0.882,0.036,-0.611,137.69007,0.00292,-0.00292,6.571,0.135,-0.135,541.6,12.2,-12.2,2.5,0.3,-0.18,484.0,13.01,4.67,-2.63,50.0,5550.0,110.0,-110.0,4.476,0.064,-0.096,0.911,0.11,-0.064,296.95886,46.394131,13.534,1,False,True,82.42275415876516,5.203997918400832,4606.06155
0,0,0,0,42.9923284,0.0001741,-0.0001741,0.643,0.246,-0.42,162.50532,0.00334,-0.00334,4.726,0.11,-0.11,1120.1,37.1,-37.1,3.32,0.42,-0.27,496.0,14.33,5.44,-3.12,34.1,5593.0,111.0,-111.0,4.45,0.068,-0.102,0.945,0.122,-0.075,296.13281,48.977402,11.921,1,False,True,237.0079904765149,4.316263760161518,4994.688825
0,0,0,0,42.949522,0.0001488,-0.0001488,0.013,0.42,-0.013,153.73786,0.00264,-0.00264,5.4154,0.0898,-0.0898,959.1,25.2,-25.2,2.98,0.32,-0.35,487.0,13.29,4.04,-3.57,40.7,5312.0,79.0,-79.0,4.384,0.137,-0.074,0.986,0.107,-0.117,283.0228,47.261131,14.621,1,False,True,177.105998244636,4.459730047070454,5164.305152
0,1,0,0,42.94386258,1.775e-05,-1.775e-05,1.285,11.9,-0.177,155.206515,0.000332,-0.000332,3.7591,0.0208,-0.0208,9207.9,40.3,-40.3,41.62,11.07,-7.39,520.0,17.26,13.88,-6.8,273.0,5750.0,173.0,-155.0,4.4,0.158,-0.193,0.94,0.25,-0.167,290.16513,51.467258,14.708,0,False,True,2449.4952383561917,0.4147044590412192,5080.7
1,0,1,0,42.9261364,0.0007436,-0.0007436,0.2964,0.1625,-0.2964,138.5107,0.0163,-0.0163,2.578,0.342,-0.342,378.4,57.7,-57.7,1.84,0.77,-0.15,490.0,13.65,17.27,-3.51,8.6,5628.0,177.0,-178.0,4.503,0.037,-0.037,0.953,0.395,-0.077,295.65591,49.609348,15.395,0,True,False,146.78039302544877,7.418474229090093,5111.400251999999
0,0,0,0,42.9136635,0.0003306,-0.0003306,0.403,0.041,-0.403,139.88848,0.00659,-0.00659,5.227,0.166,-0.166,160.6,10.1,-10.1,3.19,0.38,-0.83,810.0,101.56,36.45,-50.4,18.2,6049.0,121.0,-121.0,3.8,0.21,-0.07,2.483,0.299,-0.648,292.42282,38.266331,13.062,1,False,True,30.725075430442807,31.836980615366578,37293.833161
0,0,0,0,42.89645024,9.431e-05,-9.431e-05,0.007,0.397,-0.007,146.0613,0.00186,-0.00186,5.6897,0.056,-0.056,555.3,8.6,-8.6,2.0,0.15,-0.15,448.0,9.54,2.38,-1.99,66.8,5192.0,103.0,-103.0,4.489,0.066,-0.054,0.873,0.065,-0.065,299.13922,40.94902,13.04,1,False,True,97.59739571552177,4.769997615001191,3956.973768
0,0,0,0,42.88247951,8.066e-05,-8.066e-05,0.391,0.034,-0.378,203.6483,0.00141,-0.00141,9.7471,0.0554,-0.0554,408.9,4.0,-4.0,3.61,0.25,-0.16,709.0,59.6,12.71,-9.19,112.2,6143.0,97.0,-110.0,4.039,0.03,-0.03,1.763,0.119,-0.082,291.38776,44.52911,11.931,1,False,True,41.950934949786614,16.509690717537197,19093.482167
0,0,0,0,42.8774169,0.0002596,-0.0002596,0.02,0.423,-0.02,156.06967,0.00511,-0.00511,1.991,0.12,-0.12,1068.8,83.7,-83.7,2.67,0.41,-0.34,451.0,9.8,5.2,-3.31,14.8,5256.0,184.0,-184.0,4.483,0.104,-0.127,0.832,0.129,-0.105,291.19882,44.166241,15.654,1,False,True,536.815400896333,3.670410610333105,3638.3293439999998
0,0,0,0,42.63427848,7.674e-05,-7.674e-05,0.142,0.189,-0.142,141.16954,0.00151,-0.00151,6.1998,0.0535,-0.0535,1719.3,22.8,-22.8,5.22,0.78,-1.03,615.0,33.82,14.47,-13.79,78.7,6035.0,120.0,-120.0,4.22,0.168,-0.112,1.257,0.187,-0.25,294.02301,45.853081,15.237,1,False,True,277.31535254115414,6.478925961891578,9535.595715
1,0,0,0,42.62423329,2.154e-05,-2.154e-05,0.586,0.177,-0.184,156.1855401,0.00307,-0.00307,1.47,0.109,-0.109,501.5,19.6,-19.6,2.62,0.56,-0.34,933.0,180.465,92.7,-51.705,30.5,5774.0,157.0,-160.0,4.438,0.071,-0.128,1.0,0.246,-0.111,291.36188,49.02198,12.981,0,False,False,341.15623050596565,68.87974470238751,5774.0
0,1,1,1,42.55930625,4.551e-05,-4.551e-05,0.927,0.006,-0.01,204.130006,0.000832,-0.000832,3.0148,0.0695,-0.0695,2303.5,55.3,-55.3,5.45,0.79,-0.32,527.0,18.24,6.84,-2.95,60.9,6032.0,72.0,-84.0,4.489,0.04,-0.12,0.924,0.134,-0.054,293.45612,41.048222,13.909,0,False,True,764.0636977366001,3.346788376736077,5149.976832
0,1,0,0,42.559265547,4.626e-06,-4.626e-06,0.775,0.021,-0.023,161.57039,9.76e-05,-9.76e-05,3.36626,0.00445,-0.00445,207990.0,261.0,-261.0,51.86,14.84,-4.93,487.0,13.28,11.39,-3.75,950.0,5764.0,170.0,-187.0,4.548,0.036,-0.192,0.863,0.247,-0.082,293.45609,41.045849,15.831,0,False,True,61786.652906592804,0.25607404056933974,4292.848516
0,0,0,0,42.5217006,0.0005942,-0.0005942,0.495,0.459,-0.283,136.1274,0.0129,-0.0129,5.723,0.253,-0.253,685.6,49.1,-49.1,2.45,0.75,-0.25,510.0,15.97,14.74,-4.73,14.7,5911.0,177.0,-195.0,4.519,0.048,-0.204,0.914,0.281,-0.094,292.25464,37.97142,15.761,1,False,True,119.79728817101378,6.51836468638176,4938.025756
0,0,0,0,42.4729078,0.000369,-0.000369,0.361,0.11,-0.361,146.28712,0.0076,-0.0076,7.253,0.214,-0.214,334.0,15.5,-15.5,2.03,0.29,-0.29,539.0,19.93,7.6,-6.1,22.8,5616.0,76.0,-76.0,4.327,0.132,-0.108,1.111,0.16,-0.16,289.86157,43.472771,14.601,1,False,True,46.049904032827236,9.817729153828003,6931.946736
0,0,0,0,42.4269647,0.0003313,-0.0003313,0.962,0.051,-0.057,156.17194,0.00663,-0.00663,5.907,0.634,-0.634,632.4,37.7,-37.7,3.44,0.55,-0.45,496.0,14.33,6.12,-4.14,26.0,5330.0,79.0,-79.0,4.366,0.137,-0.125,1.013,0.162,-0.133,295.66287,44.525841,15.001,1,False,True,107.0594029017432,4.16569646346033,5469.480769999999
0,1,0,0,42.39930429,1.209e-05,-1.209e-05,0.336,0.003,-0.002,354.461453,0.000188,-0.000188,18.3609,0.0128,-0.0128,205990.0,123.0,-123.0,44.7,14.31,-4.46,542.0,20.46,19.83,-6.25,2261.9,6153.0,191.0,-233.0,4.487,0.052,-0.208,0.962,0.308,-0.096,299.06943,40.515659,15.747,0,False,True,11218.948351172961,0.45771811056559036,5694.256931999999
0,1,1,1,42.3991752,0.0002353,-0.0002353,0.965,0.005,-0.008,151.96105,0.0047,-0.0047,7.251,0.332,-0.332,484.0,17.4,-17.4,3.23,1.05,-0.53,580.0,26.75,26.52,-10.5,36.9,6133.0,193.0,-214.0,4.37,0.105,-0.21,1.121,0.366,-0.183,299.06454,40.515579,13.383,0,False,True,66.74940466840371,8.281731182126569,7706.9792529999995
0,0,0,0,42.3520039,0.0003318,-0.0003318,0.659,0.276,-0.441,131.61246,0.00582,-0.00582,7.773,0.169,-0.169,512.6,19.3,-19.3,6.3,1.13,-2.09,938.0,182.91,99.7,-111.57,30.5,6864.0,184.0,-225.0,3.783,0.285,-0.095,2.632,0.471,-0.875,296.22214,39.268959,12.852,1,False,True,65.94621562508483,29.033328724868458,47549.838336
0,0,0,0,42.3006282,0.0002167,-0.0002167,0.269,0.2,-0.269,168.77783,0.00372,-0.00372,4.372,0.135,-0.135,507.9,24.9,-24.9,2.54,0.44,-0.27,558.0,22.94,10.04,-5.66,23.8,5852.0,70.0,-88.0,4.353,0.095,-0.116,1.129,0.193,-0.119,289.40671,39.33884,14.766,1,False,True,116.1710621749629,9.031492507286414,7459.199132
0,1,1,0,42.2625935,0.0001459,-0.0001459,0.962,0.013,-0.012,152.31269,0.00274,-0.00274,4.465,0.248,-0.248,692.2,26.3,-26.3,12.62,3.65,-9.1,855.0,126.27,117.71,-117.64,40.7,5432.0,210.0,-171.0,3.55,0.808,-0.202,3.581,1.033,-2.583,293.93689,42.961559,13.754,0,False,True,155.0279608000088,10.005545958356105,69657.583352
0,0,1,0,42.2011587,0.0006262,-0.0006262,1.225,70.98,-5.899,172.4344,0.0126,-0.0126,8.479,0.663,-0.663,178.1,13.9,-13.9,37.39,10.76,-10.76,671.0,47.85,42.07,-27.14,15.9,6200.0,197.0,-241.0,4.135,0.28,-0.172,1.449,0.417,-0.417,290.80344,45.169785,13.294,0,False,True,21.00483299860444,1.2797539106778844,13017.526200000002
0,0,0,0,42.1918331,0.0003561,-0.0003561,0.067,0.398,-0.067,155.31211,0.00693,-0.00693,7.083,0.19,-0.19,488.7,21.7,-21.7,2.35,0.32,-0.33,526.0,18.08,6.66,-5.37,25.7,5520.0,74.0,-74.0,4.339,0.138,-0.103,1.08,0.15,-0.15,288.28052,46.3409,15.06,1,False,True,68.99617831481316,7.693613747398404,6438.528
0,0,0,0,42.1406089,0.0003143,-0.0003143,0.045,0.393,-0.045,139.0604,0.00485,-0.00485,5.083,0.155,-0.155,895.5,43.6,-43.6,1.85,0.13,-0.05,349.0,3.49,0.81,-0.47,21.6,4500.0,90.0,-90.0,4.656,0.013,-0.043,0.646,0.043,-0.02,285.16833,44.026459,15.791,1,False,True,176.1754522574361,1.8864854667646127,1877.922
0,0,1,0,42.093314,0.001327,-0.001327,0.035,0.42,-0.035,141.1113,0.0305,-0.0305,4.649,0.671,-0.671,886.0,142.0,-142.0,2.19,0.17,-0.22,407.0,6.47,2.17,-1.97,7.4,4885.0,174.0,-174.0,4.541,0.072,-0.044,0.763,0.059,-0.079,294.25906,46.221199,16.523,0,False,True,190.57857806440566,2.9543365505312553,2843.8955650000003
1,0,0,0,42.070868,0.0004249,-0.0004249,0.2878,0.2327,-0.2878,161.03377,0.00834,-0.00834,1.293,0.293,-0.293,386.2,93.8,-93.8,1.82,1.48,-0.23,469.0,11.43,31.67,-3.75,5.7,5197.0,186.0,-152.0,4.422,0.118,-0.475,0.938,0.76,-0.122,300.95102,44.74918,14.887,0,False,False,298.6849971500409,6.280216329551467,4572.549267999999
0,1,0,0,42.032096076,6.489e-06,-6.489e-06,0.519,0.005,-0.004,133.581119,0.000128,-0.000128,11.6768,0.00719,-0.00719,391260.0,208.0,-208.0,79.17,17.72,-8.86,622.0,35.34,22.48,-10.66,2164.4,6618.0,148.0,-198.0,4.393,0.063,-0.147,1.117,0.25,-0.125,289.47922,44.631371,12.694,0,False,True,33507.46492982111,0.44638119936363274,8257.205802
1,0,0,0,42.02646,0.01283,-0.01283,0.7156,2.098,-0.4446,172.228,0.154,-0.154,2.553,0.588,-0.588,190.0,12410.0,-12410.0,1.5,0.65,-0.15,561.0,23.47,29.62,-6.85,6.0,6158.0,157.0,-196.0,4.431,0.061,-0.291,1.016,0.437,-0.104,289.72461,42.00605,14.519,0,False,False,74.42221918440298,15.64665623556251,6356.632448
0,0,0,0,41.8854433,0.0001514,-0.0001514,0.917,0.023,-0.625,178.6919,0.00301,-0.00301,6.763,0.225,-0.225,687.4,15.5,-15.5,3.28,0.88,-0.6,540.0,20.05,16.01,-8.0,47.0,5735.0,155.0,-155.0,4.356,0.175,-0.193,1.028,0.279,-0.186,295.57135,49.774578,14.35,1,False,True,101.64126842506751,6.112803014389325,6060.656239999999
0,0,0,0,41.8681996,0.0007404,-0.0007404,0.923,0.038,-0.653,146.9767,0.0157,-0.0157,5.783,0.312,-0.312,150.7,13.9,-13.9,1.25,0.33,-0.11,492.0,13.89,10.59,-3.55,12.5,5852.0,140.0,-158.0,4.559,0.035,-0.184,0.837,0.223,-0.074,292.51468,38.02206,13.664,1,False,True,26.059134349103516,11.111991110407113,4099.729788
0,1,1,0,41.86539723,8.499e-05,-8.499e-05,1.286,6.552,-0.11,161.17679,0.00154,-0.00154,6.663,0.0789,-0.0789,4309.3,49.6,-49.6,31.14,7.39,-2.45,500.0,14.79,10.41,-3.67,103.4,6063.0,164.0,-182.0,4.584,0.033,-0.176,0.788,0.187,-0.062,297.76053,40.829948,14.528,0,False,True,646.7506158261119,0.47495181519101426,3764.7834720000005
1,0,0,0,41.81145,0.007041,-0.007041,0.0121,0.8093,-0.0121,166.5262,0.0422,-0.0422,2.208,0.801,-0.801,302.0,13840.0,-13840.0,1.4,0.7,-0.17,483.0,12.88,20.17,-4.06,5.9,5593.0,196.0,-152.0,4.478,0.109,-0.109,0.812,0.402,-0.102,299.58353,47.022888,15.017,0,True,False,136.77530037350525,9.199993428576125,3687.7109920000003
0,0,0,0,41.8085031,0.0002939,-0.0002939,0.011,0.437,-0.011,148.70814,0.00603,-0.00603,7.797,0.16,-0.16,190.4,7.2,-7.2,1.67,0.27,-0.29,582.0,27.15,12.0,-10.07,27.3,5794.0,105.0,-117.0,4.263,0.156,-0.104,1.225,0.194,-0.213,295.1189,48.481281,13.203,1,False,True,24.41964545085989,16.257475294924973,8694.621250000002
0,0,0,0,41.8059544,0.0002153,-0.0002153,0.029,0.428,-0.029,142.81919,0.00456,-0.00456,6.057,0.147,-0.147,434.4,17.8,-17.8,2.02,0.61,-0.26,533.0,19.02,16.84,-6.42,28.3,5907.0,159.0,-195.0,4.445,0.084,-0.196,0.973,0.294,-0.126,290.1315,41.3815,14.502,1,False,True,71.71866076957886,9.415836922853007,5592.328203
0,0,0,0,41.74938613,6.622e-05,-6.622e-05,0.226,0.203,-0.226,153.84636,0.00126,-0.00126,5.6098,0.0573,-0.0573,1055.4,11.6,-11.6,2.94,0.35,-0.24,486.0,13.22,4.77,-2.84,95.0,5506.0,110.0,0.0,4.473,0.064,-0.096,0.914,0.111,-0.074,291.16953,42.640808,13.998,1,False,True,188.1350158410254,4.496597110000983,4599.6903760000005
0,0,0,0,41.74598855,4.572e-05,-4.572e-05,0.049,0.374,-0.049,210.399151,0.000858,-0.000858,4.6125,0.038,-0.038,421.8,4.5,-4.5,2.4,0.12,-0.13,584.0,27.58,4.37,-4.06,110.5,5978.0,71.0,-80.0,4.316,0.03,-0.03,1.171,0.06,-0.06,289.6644,48.706211,11.854,1,False,True,91.44713464560766,11.491661878474217,8197.278698
0,0,0,0,41.7084063,0.0003158,-0.0003158,0.671,0.052,-0.493,153.53793,0.00588,-0.00588,8.567,0.189,-0.189,330.0,15.3,-15.3,2.19,0.63,-0.27,608.0,32.24,26.38,-10.54,24.3,6434.0,144.0,-208.0,4.394,0.06,-0.18,1.138,0.33,-0.141,296.10791,39.319908,14.155,1,False,True,38.519897453029365,14.721454465089286,8332.313096
0,0,0,0,41.6980186,0.0001434,-0.0001434,0.002,0.407,-0.002,169.57548,0.0028,-0.0028,5.7047,0.0839,-0.0839,440.8,11.6,-11.6,2.03,0.31,-0.14,537.0,19.61,8.2,-4.05,43.4,5997.0,107.0,-131.0,4.466,0.048,-0.112,0.971,0.145,-0.067,291.40555,40.125488,13.956,1,False,True,77.26960624229035,9.660093763500608,5654.217476999999
0,0,0,0,41.6977582,0.0001891,-0.0001891,0.018,0.377,-0.018,134.24608,0.00368,-0.00368,5.513,0.112,-0.112,684.8,28.6,-28.6,2.26,0.6,-0.21,488.0,13.45,10.62,-3.57,27.7,5730.0,153.0,-170.0,4.545,0.035,-0.184,0.87,0.234,-0.078,291.93365,44.115501,15.265,1,False,True,124.21546812706907,5.951324800298761,4337.037
1,0,0,0,41.477908,0.002986,-0.002986,0.5122,0.0688,-0.4176,144.9193,0.0332,-0.0332,10.45,1.2,-1.2,29.9,4.1,-4.1,1.09,0.38,-0.38,849.0,122.73,124.24,-76.63,9.6,6935.0,173.0,-218.0,3.95,0.307,-0.178,1.918,0.672,-0.665,289.75626,39.57645,10.83,0,False,False,2.861243745335527,112.59622697593856,25511.95094
0,0,0,0,41.43958662,7.557e-05,-7.557e-05,0.355,0.04,-0.355,208.93203,0.00142,-0.00142,10.5989,0.088,-0.088,2793.1,22.6,-22.6,5.5,1.57,-0.96,516.0,16.72,14.66,-6.64,141.1,5468.0,180.0,-164.0,4.367,0.153,-0.187,1.046,0.297,-0.183,295.55505,49.017342,15.4,1,False,True,263.52732231388893,3.0399994472728276,5982.626288
0,0,0,0,41.408316686,6.58e-06,-6.58e-06,0.377,0.016,-0.029,195.78745,0.000123,-0.000123,5.0264,0.0136,-0.0136,22839.0,31.4,-31.4,11.38,2.07,-1.04,453.0,9.93,5.69,-2.57,907.8,5522.0,165.0,-148.0,4.586,0.048,-0.112,0.747,0.136,-0.068,291.76041,41.944069,15.196,1,False,True,4543.807786127689,0.872583403112179,3081.3256979999996
1,0,0,0,41.3701638,0.0003342,-0.0003342,0.653,0.062,-0.145,166.1673,0.0102,-0.0102,29.254,0.678,-0.678,6907.1,96.9,-96.9,59.95,33.97,-22.66,1133.0,389.15,685.2,-251.62,91.3,4764.0,142.0,-107.0,2.777,0.402,-0.329,6.883,3.901,-2.601,293.86234,39.690128,12.799,0,False,True,236.10787461174968,6.491242593974269,225697.782396
0,0,0,0,41.19725502,9.345e-05,-9.345e-05,0.045,0.337,-0.045,165.00404,0.00171,-0.00171,4.6297,0.0633,-0.0633,2213.9,45.5,-45.5,3.86,0.15,-0.33,439.0,8.76,1.27,-1.9,51.2,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.848,0.033,-0.072,286.99948,48.37579,15.841,1,False,True,478.19502814544614,2.269429463878377,3617.812224
0,1,0,0,41.16676097,1.591e-05,-1.591e-05,1.093,0.305,-0.12,158.917777,0.000295,-0.000295,2.2133,0.0167,-0.0167,5386.3,36.2,-36.2,17.82,1.93,-2.15,446.0,9.35,3.55,-2.86,185.2,5193.0,154.0,-138.0,4.503,0.093,-0.076,0.805,0.087,-0.097,298.21094,48.559158,13.418,0,False,True,2433.6048282633046,0.5246913285807334,3365.1938250000003
0,1,0,0,41.077590334,1.383e-06,-1.383e-06,0.502,0.001,-0.001,173.7358974,2.66e-05,-2.66e-05,6.20583,0.00187,-0.00187,134480.0,32.8,-32.8,23.2,1.01,-0.94,346.0,3.37,0.61,-0.51,5518.2,4451.0,89.0,-89.0,4.654,0.022,-0.022,0.62,0.027,-0.025,289.07571,51.757439,11.762,0,False,True,21669.94234938077,0.14525861442850801,1710.9644
0,1,1,1,41.0772969,0.0001985,-0.0001985,0.03,0.415,-0.03,379.12848,0.00311,-0.00311,5.525,0.114,-0.114,1216.8,44.4,-44.4,3.25,0.91,-0.68,523.0,17.74,15.43,-8.07,28.8,5665.0,189.0,-189.0,4.381,0.195,-0.214,0.938,0.263,-0.197,289.07703,51.761822,14.907,0,False,True,220.23525425606255,5.458459858935427,4984.316259999999
0,0,0,0,41.0283424,0.0001418,-0.0001418,0.011,0.348,-0.011,172.57481,0.00262,-0.00262,9.8052,0.0751,-0.0751,541.4,8.3,-8.3,3.92,0.6,-0.97,691.0,53.8,23.4,-25.62,66.5,5900.0,117.0,-117.0,4.022,0.195,-0.09,1.694,0.257,-0.418,289.07755,46.005219,13.988,1,False,True,55.21559425451861,13.724486294773904,16930.8524
0,0,0,0,41.0081117,0.000118,-0.000118,0.878,0.039,-0.595,147.03382,0.00238,-0.00238,4.376,0.113,-0.113,1004.5,24.3,-24.3,2.64,0.41,-0.19,425.0,7.72,3.9,-1.76,43.9,5303.0,159.0,-143.0,4.63,0.032,-0.097,0.708,0.111,-0.051,286.16205,39.678001,14.708,1,False,True,229.54747953668198,2.9242413165752583,2658.2029919999995
0,0,0,0,40.9905002,0.0004401,-0.0004401,0.048,0.409,-0.048,132.4136,0.00852,-0.00852,7.336,0.249,-0.249,297.3,22.1,-22.1,2.41,0.42,-0.46,627.0,36.5,16.62,-13.77,15.4,5842.0,79.0,-70.0,4.17,0.176,-0.095,1.41,0.246,-0.27,287.83847,43.153229,15.272,1,False,True,40.52616677669482,15.14522193144318,11614.480199999998
0,1,0,1,40.8801539,0.0009918,-0.0009918,0.016,0.442,-0.016,163.3624,0.0191,-0.0191,5.472,0.494,-0.494,395.8,46.0,-46.0,0.92,0.06,-0.07,265.0,1.17,0.23,-0.23,10.0,3746.0,59.0,-59.0,4.775,0.042,-0.025,0.469,0.028,-0.035,292.36017,42.38184,15.943,0,False,True,72.33185812648792,1.2717377481111432,823.9739059999998
0,1,1,1,40.8792243,0.0003947,-0.0003947,0.79,0.151,-0.563,163.41583,0.00807,-0.00807,7.005,0.207,-0.207,413.6,20.2,-20.2,1.62,0.25,-0.14,437.0,8.59,4.37,-2.21,23.4,5383.0,160.0,-160.0,4.609,0.039,-0.091,0.72,0.114,-0.061,292.36026,42.398022,14.923,0,False,True,59.043531899567185,5.302465862675393,2790.5472
0,1,1,1,40.879068,0.0009049,-0.0009049,0.988,0.014,-0.698,163.4056,0.0185,-0.0185,6.562,0.44,-0.44,499.2,39.7,-39.7,3.35,1.05,-0.35,533.0,19.12,18.24,-6.01,12.2,6072.0,190.0,-232.0,4.51,0.054,-0.216,0.923,0.29,-0.097,292.34671,42.402939,15.823,0,False,True,76.07435597769643,5.707460982847468,5172.912888
0,1,0,0,40.877841988,2.142e-06,-2.142e-06,0.71,0.005,-0.005,158.3207395,4.53e-05,-4.53e-05,9.88456,0.00221,-0.00221,256090.0,47.1,-47.1,164.06,37.19,-69.11,915.0,166.06,113.21,-118.57,5260.3,6807.0,192.0,-264.0,3.848,0.35,-0.15,2.59,0.587,-1.091,292.35025,42.393429,11.663,0,False,True,25908.080288037072,1.012190655783307,45662.0367
0,1,1,1,40.8777605,0.0004814,-0.0004814,1.262,71.44,-4.177,163.43477,0.00976,-0.00976,9.745,0.49,-0.49,719.1,35.8,-35.8,29.55,9.27,-3.09,526.0,18.15,17.1,-5.43,23.6,5930.0,178.0,-196.0,4.489,0.054,-0.216,0.937,0.294,-0.098,292.35745,42.389149,15.59,0,False,True,73.79168047289068,0.6142131771839872,5206.356170000001
0,0,0,0,40.8366307,0.0003848,-0.0003848,0.363,0.101,-0.363,152.87346,0.00734,-0.00734,4.956,0.182,-0.182,264.8,16.3,-16.3,1.5,0.18,-0.13,496.0,14.3,5.07,-3.37,18.7,5529.0,110.0,-110.0,4.457,0.076,-0.093,0.925,0.11,-0.083,295.10242,40.572392,14.05,1,False,True,53.43017485266851,9.533326977782016,4730.750625000001
0,0,0,0,40.80957343,9.427e-05,-9.427e-05,0.949,0.051,-0.675,142.69218,0.002,-0.002,3.158,0.127,-0.127,436.1,12.5,-12.5,3.44,0.58,-0.34,623.0,35.68,16.6,-9.11,39.3,6183.0,110.0,-134.0,4.301,0.066,-0.114,1.3,0.219,-0.128,286.22324,38.258171,12.988,1,False,True,138.09368648078325,10.37209000811337,10449.27
0,0,0,0,40.8065333,0.0002083,-0.0002083,0.016,0.401,-0.016,155.71586,0.00439,-0.00439,13.135,0.125,-0.125,313.9,6.2,-6.2,3.71,0.62,-1.0,772.0,83.75,38.75,-42.76,54.8,6207.0,112.0,-125.0,3.963,0.195,-0.105,2.097,0.35,-0.569,292.04462,37.37624,13.038,1,False,True,23.897980670119477,22.57411790455043,27294.717663
0,0,0,0,40.715561,0.0002096,-0.0002096,0.008,0.407,-0.008,146.36485,0.00408,-0.00408,6.894,0.131,-0.131,680.9,25.2,-25.2,2.7,0.84,-0.28,578.0,26.34,23.94,-8.05,28.9,6297.0,169.0,-225.0,4.448,0.052,-0.208,1.031,0.32,-0.107,297.9516,46.264721,15.083,1,False,True,98.7670294796882,9.755551942388168,6693.4654169999985
