koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,label,koi_tce_delivname_q1_q17_dr24_tce,koi_tce_delivname_q1_q17_dr25_tce,depth_duration_ratio,insol_prad_ratio,stellar_luminosity_proxy
0,0,0,0,11.1317901,8.27e-05,-8.27e-05,0.342,0.113,-0.342,134.42272,0.00634,-0.00634,4.051,0.166,-0.166,95.5,5.7,-5.7,1.47,0.26,-0.31,999.0,235.55,113.49,-101.35,18.2,5966.0,107.0,-119.0,4.169,0.162,-0.108,1.499,0.262,-0.321,293.8902,42.527966,13.749,1,False,True,23.574420248230005,160.23798623266245,13405.607966000003
0,0,0,0,11.13127159,3.506e-05,-3.506e-05,0.01,0.42,-0.01,134.36341,0.00269,-0.00269,4.2372,0.0749,-0.0749,211.2,6.7,-6.7,2.06,0.35,-0.39,952.0,194.31,92.52,-76.47,36.8,5800.0,105.0,-117.0,4.202,0.156,-0.117,1.435,0.247,-0.271,288.1337,38.99688,13.459,1,False,True,49.84422499664283,94.32519692951604,11943.505000000001
0,0,0,0,11.1296971,9.103e-05,-9.103e-05,0.572,0.383,-0.369,138.57573,0.00645,-0.00645,2.942,0.218,-0.218,371.0,30.0,-30.0,1.93,0.62,-0.2,843.0,119.44,115.92,-36.66,14.7,6122.0,190.0,-232.0,4.487,0.052,-0.208,0.964,0.309,-0.097,296.60141,44.32526,15.859,1,False,True,126.10464782302928,61.88597829742057,5689.150111999999
0,0,0,0,11.12827427,2.074e-05,-2.074e-05,0.594,0.24,-0.388,139.54417,0.00201,-0.00201,2.6118,0.0592,-0.0592,6057.0,103.0,-103.0,4.04,0.24,-0.45,408.0,6.52,1.47,-1.86,65.6,3640.0,81.0,-90.0,4.744,0.056,-0.024,0.503,0.03,-0.056,294.52859,46.640968,16.835,1,False,True,2319.089394636115,1.6138609866680724,920.9527599999999
0,0,0,0,11.1199028,1.166e-05,-1.166e-05,0.72,0.152,-0.506,139.753524,0.000843,-0.000843,3.3759,0.0372,-0.0372,636.3,7.3,-7.3,2.08,0.14,-0.09,649.0,42.07,9.84,-6.52,100.3,5078.0,101.0,-101.0,4.581,0.025,-0.053,0.766,0.052,-0.033,288.0676,42.35537,13.536,1,False,True,188.4830153490875,20.22595181444624,2979.546968
0,1,1,0,11.11620211,1.21e-05,-1.21e-05,0.937,0.046,-0.021,133.100575,0.000946,-0.000946,4.211,0.0787,-0.0787,4843.9,67.3,-67.3,8.96,2.49,-1.06,853.0,125.21,104.54,-41.16,115.3,6122.0,183.0,-220.0,4.471,0.048,-0.192,0.996,0.276,-0.118,295.29193,38.964588,15.38,0,False,True,1150.2965684406151,13.974328797507946,6073.121952
0,0,0,0,11.09432054,2.036e-05,-2.036e-05,0.538,0.03,-0.428,171.20116,0.00141,-0.00141,4.5945,0.061,-0.061,1517.5,24.2,-24.2,3.9,1.27,-0.42,835.0,114.81,112.85,-36.7,66.5,6046.0,189.0,-232.0,4.486,0.054,-0.229,0.972,0.315,-0.105,296.28613,48.22467,15.714,1,False,True,330.28613988766136,29.43845399014,5712.164064
0,0,0,0,11.08956602,4.397e-05,-4.397e-05,0.02,0.432,-0.02,141.76142,0.00338,-0.00338,6.2877,0.0965,-0.0965,148.1,4.4,-4.4,3.51,0.36,-1.01,1422.0,965.62,306.5,-510.73,38.9,6353.0,128.0,-115.0,3.698,0.248,-0.078,2.867,0.295,-0.826,291.03192,38.21196,12.808,1,False,True,23.553918992013138,275.10533472782487,52219.684217
0,0,0,0,11.08507658,5.149e-05,-5.149e-05,0.819,0.005,-0.582,355.03627,0.0034,-0.0034,1.751,0.103,-0.103,771.8,51.1,-51.1,2.5,0.29,-0.23,665.0,46.17,19.68,-12.76,17.7,5080.0,184.0,-163.0,4.538,0.065,-0.065,0.793,0.089,-0.073,291.88126,44.555729,15.938,1,False,True,440.77644730071546,18.467992612802956,3194.5529200000005
0,1,0,0,11.082622625,2.135e-06,-2.135e-06,0.207,0.006,-0.006,746.1967676,9.32e-05,-9.32e-05,6.62584,0.00616,-0.00616,268720.0,208.0,-208.0,48.38,15.16,-5.04,793.0,93.67,86.76,-28.47,1725.6,5831.0,163.0,-204.0,4.503,0.052,-0.208,0.922,0.289,-0.096,293.25281,46.051628,16.411,0,False,True,40556.36107174923,1.9361305924735306,4956.839804
0,1,1,1,11.08260553,3.78e-05,-3.78e-05,0.966,0.008,-0.006,136.6562,0.00305,-0.00305,6.23,0.204,-0.204,601.2,19.2,-19.2,7.34,4.32,-5.27,1108.0,355.64,639.52,-330.57,51.3,5125.0,136.0,-151.0,3.674,0.975,-0.325,2.196,1.29,-1.577,293.25259,46.04903,13.566,0,False,True,96.50078707852535,48.452309475162195,24714.882
0,0,0,0,11.04605365,7.009e-05,-7.009e-05,0.064,0.373,-0.064,136.44056,0.00588,-0.00588,4.799,0.138,-0.138,308.3,15.0,-15.0,1.8,0.61,-0.2,869.0,134.66,135.62,-42.85,24.3,6093.0,180.0,-217.0,4.429,0.072,-0.217,1.025,0.345,-0.115,298.11478,48.4944,14.681,1,False,True,64.2425371447099,74.8110695494058,6401.458124999999
0,1,0,0,11.03571773,2.509e-05,-2.509e-05,0.911,0.047,-0.051,137.28413,0.00316,-0.00316,5.62958,0.00726,-0.00726,144960.0,167.0,-167.0,70.42,18.78,-20.61,991.0,227.54,186.19,-128.95,959.6,6201.0,197.0,-219.0,4.213,0.258,-0.172,1.23,0.328,-0.36,293.3472,46.25544,14.916,0,False,True,25749.696114151302,3.2311842767511463,9381.4929
0,0,0,0,11.0317836,0.000228,-0.000228,0.405,0.045,-0.405,362.3431,0.0115,-0.0115,4.753,0.42,-0.42,182.3,14.9,-14.9,1.45,0.24,-0.14,840.0,117.67,50.25,-27.96,14.1,5739.0,78.0,-86.0,4.381,0.095,-0.116,1.069,0.174,-0.107,285.79947,42.811779,15.087,1,False,True,38.3547152630517,81.15166817126334,6558.305378999999
0,1,0,0,11.02822674,3.955e-05,-3.955e-05,0.351,2.799,-0.35,136.96732,0.00297,-0.00297,8.275,0.23,-0.23,278040.0,7095.0,-7095.0,75.47,22.15,-18.12,1028.0,264.14,236.59,-133.91,4680.2,6271.0,199.0,-243.0,4.199,0.19,-0.19,1.387,0.407,-0.333,298.85602,43.536968,12.956,0,False,True,33599.99593957753,3.4999337021341765,12063.955399
1,0,0,0,11.02520205,1.414e-06,-1.414e-06,0.439,0.009,-0.004,131.715631,0.000106,-0.000106,12.8097,0.0064,-0.0064,429760.0,215.0,-215.0,164.02,52.48,-105.0,1294.0,663.18,652.98,-586.18,2585.5,6047.0,200.0,-164.0,3.724,0.72,-0.18,2.3,0.736,-1.472,295.43829,40.843578,12.113,0,False,True,33549.573093080005,4.04328737932394,31988.629999999994
0,0,0,0,11.023474798,7.634e-06,-7.634e-06,0.724,0.145,-0.504,171.114662,0.000533,-0.000533,1.4814,0.0241,-0.0241,1795.5,27.4,-27.4,2.46,0.14,-0.19,429.0,8.04,1.67,-1.77,77.2,3744.0,75.0,-84.0,4.718,0.039,-0.021,0.537,0.03,-0.041,298.10571,48.40115,14.273,1,False,True,1212.0283434397575,3.2682913543531074,1079.6535360000003
0,0,0,0,11.01819178,7.244e-05,-7.244e-05,0.883,0.016,-0.626,139.87858,0.00595,-0.00595,4.635,0.148,-0.148,545.7,26.8,-26.8,2.64,0.82,-0.27,840.0,117.97,107.68,-35.55,22.0,6075.0,168.0,-210.0,4.486,0.052,-0.208,0.969,0.3,-0.1,285.72079,40.85696,15.832,1,False,True,117.7346024305065,44.685589134246534,5704.188075
0,1,0,0,11.0153889,0.0004877,-0.0004877,1.287,6.84,-0.496,140.6804,0.0609,-0.0609,2.666,0.107,-0.107,3446.0,130.0,-130.0,65.27,35.9,-39.48,1047.0,284.63,509.5,-246.04,31.8,5515.0,210.0,-191.0,3.899,0.7,-0.3,1.678,0.923,-1.015,297.14429,45.950981,14.333,0,False,True,1292.5726584498655,4.360808880637217,15528.497259999998
0,0,0,0,11.00817635,1.701e-05,-1.701e-05,0.025,0.408,-0.025,143.22611,0.00129,-0.00129,2.013,0.0436,-0.0436,1462.5,40.0,-40.0,2.15,0.1,-0.11,488.0,13.39,2.48,-2.37,42.1,4141.0,83.0,-91.0,4.684,0.022,-0.025,0.582,0.027,-0.03,293.61371,47.839001,15.847,1,False,True,726.5272098722256,6.227904080044614,1402.656084
0,0,0,0,10.99470891,1.916e-05,-1.916e-05,0.265,0.184,-0.265,137.35769,0.00149,-0.00149,1.5929,0.0497,-0.0497,884.7,30.9,-30.9,1.71,0.15,-0.17,512.0,16.24,5.19,-4.59,32.7,4302.0,127.0,-127.0,4.661,0.056,-0.028,0.586,0.049,-0.059,289.35202,46.973728,15.389,1,False,True,555.4017481312399,9.497070469549433,1477.2895919999999
0,1,0,0,10.9938268,5.803e-06,-5.803e-06,0.471,0.02,-0.018,138.805226,0.000536,-0.000536,5.0746,0.0142,-0.0142,419210.0,1191.0,-1191.0,52.69,4.39,-5.32,627.0,36.46,12.85,-11.01,469.5,4856.0,175.0,-175.0,4.554,0.072,-0.048,0.743,0.062,-0.075,300.78192,44.19405,16.751,0,False,True,82609.45047699317,0.6919718980457032,2680.749944
1,1,1,1,10.99381963,1.327e-05,-1.327e-05,1.274,36.48,-0.063,133.253208,0.00097,-0.00097,3.7889,0.0448,-0.0448,1685.8,19.6,-19.6,40.17,13.02,-5.21,978.0,216.57,198.61,-72.92,102.9,6553.0,148.0,-214.0,4.366,0.07,-0.21,1.157,0.375,-0.15,300.78394,44.192558,13.427,0,False,True,444.93112910577497,5.391336684308273,8772.166897
0,1,1,1,10.9938087,1.395e-05,-1.395e-05,0.924,0.004,-0.004,138.80624,0.00101,-0.00101,5.0403,0.0608,-0.0608,1456.9,17.2,-17.2,5.33,1.72,-0.69,978.0,216.57,198.61,-72.92,100.4,6553.0,148.0,-214.0,4.366,0.07,-0.21,1.157,0.375,-0.15,300.78394,44.192558,13.427,0,False,True,289.050197597326,40.632262545541735,8772.166897
0,1,0,0,10.980246199,6.93e-07,-6.93e-07,0.733,0.001,-0.001,137.1376073,5.29e-05,-5.29e-05,3.74464,0.0034,-0.0034,50078.0,44.7,-44.7,21.94,5.82,-2.91,821.0,107.47,83.74,-34.92,1555.4,5952.0,159.0,-159.0,4.462,0.098,-0.182,0.897,0.238,-0.119,282.79764,43.578129,14.212,0,False,True,13373.244591404089,4.89835893808756,4789.032768
0,0,0,0,10.94577783,2.017e-05,-2.017e-05,0.819,0.029,-0.571,176.71834,0.00144,-0.00144,3.0937,0.0445,-0.0445,532.8,11.1,-11.1,2.84,0.46,-0.38,881.0,142.23,64.44,-43.58,52.5,5888.0,106.0,-117.0,4.342,0.115,-0.115,1.097,0.179,-0.146,287.78085,47.62991,14.282,1,False,True,172.22090951905176,50.08096828134919,7085.672192
0,0,0,0,10.94026745,3.014e-05,-3.014e-05,0.595,0.037,-0.453,170.30551,0.00221,-0.00221,2.3494,0.0691,-0.0691,538.6,20.2,-20.2,2.08,0.52,-0.18,764.0,80.52,59.0,-21.39,30.6,5749.0,156.0,-173.0,4.547,0.042,-0.168,0.864,0.214,-0.077,288.67068,47.399139,14.909,1,False,True,229.24992370395685,38.711519850230836,4291.605503999999
0,0,0,0,10.93725572,4.273e-05,-4.273e-05,0.866,0.079,-0.595,136.98549,0.00292,-0.00292,3.0822,0.0987,-0.0987,421.6,18.2,-18.2,2.41,0.27,-0.32,777.0,86.28,26.58,-25.39,24.6,5334.0,79.0,-79.0,4.372,0.132,-0.077,1.004,0.111,-0.135,299.12753,47.59383,14.678,1,False,True,136.7853686375418,35.8008150204087,5376.757344000001
0,0,0,0,10.9294815,0.0001308,-0.0001308,0.197,0.273,-0.196,141.5034,0.0117,-0.0117,5.893,0.28,-0.28,196.9,15.9,-15.9,1.21,0.36,-0.11,770.0,83.14,72.68,-22.62,14.3,5792.0,155.0,-172.0,4.547,0.036,-0.204,0.864,0.258,-0.081,291.86493,49.32592,15.591,1,False,True,33.41251766290215,68.71068701596116,4323.704831999999
0,0,0,0,10.916108342,4.875e-06,-4.875e-06,0.7699,0.0632,-0.3396,133.009227,0.000349,-0.000349,3.6496,0.0646,-0.0646,1479.0,6.8,-6.8,3.93,0.66,-0.15,758.0,78.19,34.99,-11.75,302.2,5575.0,82.0,-116.0,4.521,0.019,-0.153,0.932,0.157,-0.036,291.14807,40.669399,13.113,1,False,False,405.2497793594423,19.895669237743196,4842.5788
0,0,0,0,10.91274065,1.465e-05,-1.465e-05,0.685,0.192,-0.459,169.85247,0.00105,-0.00105,2.1801,0.0445,-0.0445,1387.2,26.5,-26.5,2.13,0.12,-0.16,443.0,9.12,1.88,-2.0,57.4,3834.0,77.0,-84.0,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264,1,False,True,636.3007952383857,4.281688130662849,1113.857514
0,0,0,0,10.9110487,0.0001169,-0.0001169,0.9761,0.4458,-0.0301,142.52714,0.00892,-0.00892,7.033,0.51,-0.51,401.9,26.4,-26.4,2.36,1.01,-0.18,786.0,90.07,115.22,-22.05,28.3,5903.0,166.0,-170.0,4.546,0.03,-0.304,0.864,0.37,-0.068,290.89407,38.435032,15.172,0,False,False,57.14488025808612,38.165238065577086,4406.565887999999
0,1,0,0,10.90962154,1.099e-05,-1.099e-05,0.146,0.006,-0.005,135.36692,0.00131,-0.00131,17.8024,0.0118,-0.0118,499920.0,341.0,-341.0,149.1,99.55,-109.5,1127.0,381.27,835.21,-357.61,2345.1,5323.0,186.0,-167.0,3.714,0.96,-0.32,2.064,1.378,-1.516,283.98358,45.284752,14.096,0,False,True,28081.60539693494,2.557142839992335,22676.491008
0,1,0,0,10.88242209,3.97e-07,-3.97e-07,0.788,0.007,-0.009,132.6767451,2.97e-05,-2.97e-05,5.51934,0.00089,-0.00089,206810.0,31.3,-31.3,63.14,13.72,-7.37,894.0,150.98,97.66,-46.63,4284.2,6200.0,166.0,-185.0,4.422,0.066,-0.154,1.045,0.227,-0.122,290.8067,42.343929,12.068,0,False,True,37470.05303712889,2.3911941338106724,6770.5549999999985
0,1,1,1,10.882416555,6.338e-06,-6.338e-06,1.199,1.146,-0.141,132.677164,0.000524,-0.000524,5.4674,0.024,-0.024,16630.0,76.2,-76.2,29.69,2.7,-2.99,632.0,37.81,13.94,-11.36,265.2,4946.0,176.0,-176.0,4.57,0.066,-0.044,0.715,0.065,-0.072,290.80301,42.34441,14.874,0,False,True,3041.6645861534575,1.2734927156115623,2528.5188499999995
0,0,0,0,10.8644095,4.884e-05,-4.884e-05,0.763,0.015,-0.551,131.12833,0.00347,-0.00347,1.853,0.119,-0.119,748.7,51.4,-51.4,1.14,0.15,-0.17,363.0,4.09,1.53,-1.39,16.8,3526.0,71.0,-78.0,4.866,0.066,-0.044,0.383,0.048,-0.058,286.54001,49.437328,15.921,1,False,True,404.04727250551946,3.5877161511261835,517.225414
0,1,0,0,10.8632531,0.0004852,-0.0004852,1.187,0.655,-0.165,141.6569,0.0356,-0.0356,37.68,1.9,-1.9,188.2,9.0,-9.0,19.93,6.28,-2.09,802.0,98.04,90.56,-29.35,25.4,5896.0,159.0,-194.0,4.516,0.052,-0.208,0.914,0.288,-0.096,290.58551,43.97216,15.429,0,False,True,4.994692011818152,4.919217013586703,4925.494816
0,0,0,0,10.86062378,3.956e-05,-3.956e-05,0.261,0.188,-0.261,136.65957,0.00301,-0.00301,2.2874,0.0856,-0.0856,189.6,10.6,-10.6,2.09,0.59,-0.59,1108.0,356.24,294.78,-195.5,20.7,6455.0,175.0,-214.0,4.125,0.252,-0.168,1.496,0.421,-0.421,291.54941,44.52729,13.957,1,False,True,82.88883322163451,170.44967921067982,14446.39328
0,0,0,0,10.854095934,4.977e-06,-4.977e-06,0.422,0.034,-0.358,138.608031,0.000378,-0.000378,3.7768,0.0204,-0.0204,1034.4,4.5,-4.5,2.99,0.33,-0.27,765.0,80.88,26.8,-19.06,252.8,5465.0,109.0,-109.0,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498,1,False,True,273.8825794634136,27.05015817720462,4675.990625
0,0,0,0,10.84969477,2.777e-05,-2.777e-05,0.55,0.28,-0.347,136.74432,0.0021,-0.0021,3.474,0.0673,-0.0673,1122.1,27.5,-27.5,2.67,0.38,-0.21,676.0,49.3,23.34,-12.14,43.5,5251.0,158.0,-158.0,4.592,0.032,-0.097,0.778,0.112,-0.06,286.00674,38.009541,15.409,1,False,True,322.99933131855744,18.464412560145107,3178.346284
0,0,0,0,10.8484518,1.631e-05,-1.631e-05,0.21,0.217,-0.21,171.80584,0.00122,-0.00122,2.9993,0.0431,-0.0431,1675.6,28.8,-28.8,2.34,0.44,-0.43,499.0,14.66,22.69,-8.24,64.5,4201.0,676.0,-416.0,4.682,0.088,-0.072,0.591,0.109,-0.109,295.57935,44.545959,15.058,1,False,True,558.6635019292828,6.264954587626245,1467.3294809999998
0,1,0,0,10.845286549,3.596e-06,-3.596e-06,1.307,0.034,-0.117,138.334343,0.000271,-0.000271,4.3876,0.0138,-0.0138,7473.8,21.7,-21.7,319.52,80.39,-120.6,1682.0,1893.11,1197.77,-1234.69,416.1,5096.0,53.0,-136.0,3.094,0.224,-0.096,7.023,1.767,-2.651,298.99789,40.314751,12.923,0,False,True,1703.3909874667272,5.924856015508087,251347.607784
1,0,0,0,10.828825742,2.154e-05,-2.154e-05,0.137,0.177,-0.184,134.9251984,0.00307,-0.00307,0.7275,0.109,-0.109,92.1,19.6,-19.6,0.76,0.2,-0.07,758.0,78.3,58.93,-19.95,4.8,5862.0,141.0,-159.0,4.584,0.033,-0.176,0.785,0.206,-0.069,288.65695,41.399529,13.492,0,False,True,126.59776412678468,103.02618022871022,3612.31095
0,1,0,0,10.819169459,3.16e-07,-3.16e-07,0.275,0.004,-0.001,132.9864665,2.38e-05,-2.38e-05,5.50262,0.0008,-0.0008,437140.0,75.9,-75.9,67.76,20.52,-8.75,850.0,123.51,112.46,-40.61,5258.2,5955.0,179.0,-179.0,4.429,0.087,-0.203,0.991,0.3,-0.128,288.29306,42.057369,14.342,0,False,True,79442.14220823131,1.8227567617656912,5848.292355
0,1,0,0,10.818248422,9.669e-06,-9.669e-06,0.813,0.002,-0.002,137.17026,0.000769,-0.000769,18.2848,0.0452,-0.0452,13696.0,29.9,-29.9,11.71,2.89,-1.56,830.0,112.55,81.98,-36.65,581.0,5955.0,159.0,-159.0,4.446,0.116,-0.174,0.894,0.221,-0.119,293.45514,46.521751,13.392,0,False,True,749.0374109075619,9.611442390141555,4759.45038
0,1,0,0,10.81589054,3.32e-07,-3.32e-07,0.219,0.068,-0.048,139.7935811,2.55e-05,-2.55e-05,4.73495,0.00302,-0.00302,45400.0,13.1,-13.1,32.48,6.87,-8.4,1086.0,328.64,208.24,-166.81,4313.4,6269.0,170.0,-170.0,4.109,0.228,-0.123,1.508,0.319,-0.39,293.83826,42.122211,12.96,0,False,True,9588.27240239656,10.118226289463477,14256.107216
0,1,0,0,10.81315417,3.982e-05,-3.982e-05,0.804,0.043,-0.56,131.65931,0.00287,-0.00287,1.275,0.107,-0.107,80.3,6.5,-6.5,1.46,0.26,-0.16,1045.0,281.84,139.24,-76.92,16.6,6380.0,113.0,-151.0,4.24,0.066,-0.123,1.46,0.263,-0.154,286.62854,50.471272,11.487,0,False,True,62.98034276051549,193.04096367057284,13599.607999999998
0,0,0,0,10.8118317,0.0001288,-0.0001288,0.896,0.06,-0.68,137.13426,0.00858,-0.00858,2.627,0.262,-0.262,76.8,9.8,-9.8,1.24,0.21,-0.12,922.0,170.74,76.26,-40.62,9.5,6025.0,78.0,-90.0,4.331,0.084,-0.126,1.196,0.206,-0.12,297.32889,47.815472,13.385,1,False,True,29.234857542878743,137.69343734400215,8618.2564
0,1,0,0,10.810132734,1.829e-06,-1.829e-06,0.948,0.003,-0.005,132.95157,0.00014,-0.00014,4.4618,0.0115,-0.0115,6165.2,12.0,-12.0,13.95,4.3,-2.5,985.0,222.68,200.72,-93.05,806.5,6211.0,167.0,-223.0,4.269,0.153,-0.187,1.284,0.395,-0.23,294.41245,45.130852,13.794,0,False,True,1381.7738621691105,15.96272287005571,10239.802416
0,0,1,0,10.80487163,3.981e-05,-3.981e-05,0.207,0.264,-0.206,134.09498,0.00306,-0.00306,2.7215,0.0901,-0.0901,292.7,12.4,-12.4,1.71,0.51,-0.18,857.0,127.84,111.04,-38.89,27.4,6092.0,168.0,-210.0,4.471,0.052,-0.195,0.998,0.294,-0.105,292.23724,42.154289,14.503,0,False,True,107.55094339483983,74.76019019871919,6067.656368
0,1,0,0,10.78438513,3.424e-05,-3.424e-05,1.18,6.83,-0.363,141.40685,0.00274,-0.00274,1.408,0.164,-0.164,233.6,19.3,-19.3,75.04,22.09,-51.56,1397.0,900.7,834.63,-824.37,15.6,5575.0,198.0,-198.0,3.516,0.832,-0.208,3.515,1.035,-2.415,299.20667,45.64547,13.638,0,False,True,165.90897307601347,12.002931609769036,68880.379375
0,0,0,0,10.7769944,0.0001209,-0.0001209,0.069,0.381,-0.069,140.2902,0.00979,-0.00979,2.616,0.235,-0.235,185.6,19.5,-19.5,1.15,0.25,-0.17,752.0,75.83,51.67,-27.16,11.3,5455.0,162.0,-162.0,4.457,0.124,-0.17,0.852,0.19,-0.127,287.08749,42.668671,14.587,1,False,True,70.94798511162648,65.93907309645819,3959.80632
1,0,0,0,10.768391927,1.694e-06,-1.694e-06,0.001,0.012,-0.001,137.679347,0.000135,-0.000135,12.5252,0.00532,-0.00532,107380.0,59.4,-59.4,52.8,27.35,-27.35,970.0,209.25,340.39,-165.7,2085.7,5226.0,174.0,-142.0,3.97,0.602,-0.258,1.643,0.851,-0.851,298.54251,41.953201,12.88,0,False,True,8573.115912471185,3.963068106760074,14107.320474
0,0,0,0,10.74241765,1.62e-05,-1.62e-05,0.034,0.257,-0.034,133.2867,0.00125,-0.00125,6.0633,0.0348,-0.0348,415.2,4.6,-4.6,3.06,0.19,-0.12,1008.0,243.94,47.22,-29.78,95.4,5761.0,86.0,-69.0,4.091,0.018,-0.018,1.518,0.092,-0.061,294.21893,49.479221,13.438,1,False,True,68.47755043003802,79.71892819642869,13275.210564
0,1,0,0,10.738427243,6.784e-06,-6.784e-06,0.036,0.263,-0.036,139.893962,0.000481,-0.000481,2.3544,0.0168,-0.0168,1684.2,16.6,-16.6,6.96,1.39,-2.07,1137.0,394.4,238.47,-221.07,112.8,6180.0,173.0,-173.0,4.007,0.292,-0.117,1.686,0.335,-0.503,284.58551,41.009579,11.809,0,False,True,715.3411844456402,56.66665852490538,17567.24328
1,0,1,0,10.73370737,1.056e-05,-1.056e-05,0.895,0.003,-0.003,141.11176,0.000815,-0.000815,7.6706,0.0467,-0.0467,6155.3,34.9,-34.9,18.7,3.73,-8.1,1171.0,444.77,277.54,-320.24,239.5,5971.0,183.0,-201.0,3.914,0.448,-0.112,2.003,0.4,-0.868,297.73981,43.510319,13.602,0,False,True,802.4534192301229,23.784490706711725,23955.705739000005
0,1,0,0,10.72396374,1.294e-05,-1.294e-05,1.25,16.32,-0.12,357.14874,0.000804,-0.000804,3.8439,0.0414,-0.0414,13518.0,127.0,-127.0,39.84,10.39,-5.59,783.0,88.64,73.57,-31.31,127.7,5582.0,200.0,-183.0,4.445,0.112,-0.168,0.905,0.236,-0.127,296.01447,42.422279,15.613,0,False,True,3516.7398952262297,2.224899542547702,4571.79755
0,0,0,0,10.71253475,3.804e-05,-3.804e-05,0.72,0.189,-0.504,137.16499,0.00291,-0.00291,2.7186,0.078,-0.078,1198.6,43.0,-43.0,2.02,0.11,-0.1,485.0,13.09,2.62,-2.35,31.2,4175.0,83.0,-91.0,4.715,0.025,-0.032,0.544,0.029,-0.029,299.07709,45.440639,15.813,1,False,True,440.8885305346389,6.480194811784746,1235.5328000000002
1,0,0,0,10.692230094,7.05e-07,-7.05e-07,0.528,0.005,-0.007,139.953907,5.45e-05,-5.45e-05,5.46939,0.00301,-0.00301,376650.0,188.0,-188.0,65.42,20.3,-6.74,836.0,115.48,105.0,-33.2,2402.0,6022.0,162.0,-180.0,4.49,0.054,-0.216,0.941,0.292,-0.097,282.38327,48.042782,15.507,0,False,True,68865.07108378246,1.7652093890979916,5332.366581999999
0,0,0,0,10.692115,0.003313,-0.003313,0.734,0.221,-0.507,141.116,0.433,-0.433,4.657,0.44,-0.44,408.4,51.2,-51.2,2.71,0.82,-0.45,1008.0,244.47,214.97,-98.88,9.4,6474.0,159.0,-250.0,4.311,0.108,-0.201,1.242,0.38,-0.205,282.37753,44.694592,14.294,1,False,True,87.6959227623099,90.21029881538789,9986.559336
0,0,0,0,10.68758211,1.413e-05,-1.413e-05,0.818,0.018,-0.561,169.93115,0.00104,-0.00104,3.3812,0.0415,-0.0415,777.7,10.8,-10.8,2.64,0.69,-0.29,780.0,87.41,66.99,-25.58,78.9,5788.0,155.0,-155.0,4.524,0.06,-0.18,0.848,0.221,-0.095,291.9519,43.074711,14.338,1,False,True,230.00703004642432,33.10983594324396,4162.173952
0,1,0,0,10.6840477,2.774e-06,-2.774e-06,1.012,0.098,-0.057,134.084445,0.000216,-0.000216,3.515,0.0114,-0.0114,81901.0,228.0,-228.0,26.43,1.97,-1.98,444.0,9.21,2.29,-2.05,395.3,3887.0,77.0,-93.0,4.743,0.031,-0.038,0.523,0.039,-0.039,293.79077,48.401421,15.774,0,False,True,23300.420113678487,0.34846763721272656,1063.207223
0,0,0,0,10.6816951,5.174e-05,-5.174e-05,0.646,0.274,-0.425,131.55082,0.00372,-0.00372,3.605,0.11,-0.11,307.8,14.6,-14.6,2.3,0.36,-0.44,897.0,152.75,68.5,-59.95,21.9,5553.0,111.0,0.0,4.221,0.188,-0.101,1.25,0.196,-0.24,292.58044,46.097389,15.065,1,False,True,85.38139101764466,66.41301460303713,8676.5625
0,0,1,0,10.6784787,0.0001131,-0.0001131,0.271,0.176,-0.271,140.159,0.00684,-0.00684,2.307,0.319,-0.319,201.0,29.5,-29.5,1.12,0.25,-0.1,712.0,60.7,40.93,-15.42,9.4,5459.0,164.0,-147.0,4.583,0.034,-0.144,0.797,0.175,-0.07,296.9025,47.628281,15.246,0,False,True,87.12610007537924,54.19638018180341,3467.605931
0,0,0,0,10.6761592,0.0001071,-0.0001071,0.403,0.042,-0.403,140.59136,0.00798,-0.00798,4.594,0.23,-0.23,151.0,12.5,-12.5,1.79,0.33,-0.14,1049.0,285.79,141.95,-63.09,14.1,6460.0,116.0,-141.0,4.267,0.04,-0.128,1.434,0.259,-0.111,297.64227,49.594978,13.688,1,False,True,32.86895235765077,159.65912868205103,13284.059759999998
0,1,0,0,10.67459836,7.38e-07,-7.38e-07,1.255,0.054,-0.066,138.8847317,6.21e-05,-6.21e-05,3.82706,0.00177,-0.00177,16676.0,5.8,-5.8,68.58,12.75,-8.5,1083.0,325.55,154.35,-88.21,1845.6,6496.0,77.0,-83.0,4.212,0.095,-0.116,1.485,0.276,-0.184,296.82587,48.443378,10.81,0,False,True,4357.390697456874,4.74701072109929,14325.141600000003
